airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended,cleaned_review
Turkish Airlines,7.0,E Simeone,22nd February 2016,"Brussels to Istanbul with Turkish Airlines. Not a fast check in and used the fast track for security in Brussels. Tired old SN loung, which needs revamping. Good staff though. A231 with 3x3 seating and middle one free. Excellent on board staff and poor food. Return leg used the fast check in, best I have ever used, private entry for C class to the lounge with exclusive security and passport control. Lounge is fabulous but always busy. This time not remote gates, so a little bit of a bliss. Seats were 2x2 which some A321 have, and to me they are the best C class in Europe.",A321,Solo Leisure,Business Class,BRU to IST,February 2016,4.0,4.0,2.0,2.0,3.0,3.0,yes,brussels to istanbul with turkish airlines not a fast check in and used the fast track for security in brussels tired old sn loung which needs revamping good staff though a with x seating and middle one free excellent on board staff and poor food return leg used the fast check in best i have ever used private entry for c class to the lounge with exclusive security and passport control lounge is fabulous but always busy this time not remote gates so a little bit of a bliss seats were x which some a have and to me they are the best c class in europe
Turkish Airlines,2.0,Atousa Nikfar,21st February 2016,"The worst experience with a flight I have ever had. I was traveling from Miami to Tehran and the flight had 1 stop in Istanbul Airport and I needed to change the airport. The first flight from Miami to Istanbul had 4 hours delay and I arrived late and missed the second flight. Although my second flight was also by Turkish Airline, they refused to help me as an alone woman and did not take the responsibility and I was stuck in the airport desperate and helpless with luggage crying. I had to pay over $500 for the second flight while it was their responsibility to send me to the destination because of the delay occurred during the first flight. Never use this airline at least for overseas trips.",Boeing 777-300ER,Solo Leisure,Economy Class,MIA to IKA via IST,February 2016,1.0,1.0,1.0,,1.0,1.0,no,the worst experience with a flight i have ever had i was traveling from miami to tehran and the flight had stop in istanbul airport and i needed to change the airport the first flight from miami to istanbul had hours delay and i arrived late and missed the second flight although my second flight was also by turkish airline they refused to help me as an alone woman and did not take the responsibility and i was stuck in the airport desperate and helpless with luggage crying i had to pay over for the second flight while it was their responsibility to send me to the destination because of the delay occurred during the first flight never use this airline at least for overseas trips
Turkish Airlines,8.0,Nicola Colli,16th February 2016,"Pisa to Manila via Istambul. I bought this flight because the good price, but i had a lot of problems. When the trip started they changed the route, Pisa-Istambul became Pisa-Bologna-Istambul, in fact I had to run fast to get the connection to Manila, but they didn't put on that flight my baggage. I arrived in Filippine but my baggage arrived very late - about 8 days!! And it caused a lot of problems to me. When I had to come back to Italy they cancelled my flight Istambul-Pisa and gave me one day after flight. I think it was the worst service.",,Business,Economy Class,PSA to MNL via IST,February 2016,2.0,3.0,1.0,1.0,1.0,3.0,no,pisa to manila via istambul i bought this flight because the good price but i had a lot of problems when the trip started they changed the route pisa-istambul became pisa-bologna-istambul in fact i had to run fast to get the connection to manila but they didnt put on that flight my baggage i arrived in filippine but my baggage arrived very late - about days!! and it caused a lot of problems to me when i had to come back to italy they cancelled my flight istambul-pisa and gave me one day after flight i think it was the worst service
Turkish Airlines,9.0,G Exadaktilos,15th February 2016,"Miami to Thessaloniki via Istanbul with Turkish Airlines. The aircraft was excellent and almost new, the seats lack space but the inflight cabin service was great as was the inflight entertainment. Food was plenty but not that tasty. The crew was very polite, some lacks foreign languages.",Boeing 777-300 / 737-800,Solo Leisure,Economy Class,MIA to SKG via IST,January 2016,4.0,4.0,5.0,5.0,4.0,5.0,yes,miami to thessaloniki via istanbul with turkish airlines the aircraft was excellent and almost new the seats lack space but the inflight cabin service was great as was the inflight entertainment food was plenty but not that tasty the crew was very polite some lacks foreign languages
Turkish Airlines,10.0,Maja Miloskovska,13th February 2016,"Miamai to Skopje via Istanbul, flying for the first time with Turkish Airlines and I am satisfied. The staff is friendly, the food is great and they even have fresh lemonade and orange juice. The seat was comfortable, and the ticket I bought was really cheap comparing with other airlines.",,Solo Leisure,Economy Class,MIA to SKP via IST,February 2016,5.0,5.0,5.0,4.0,5.0,5.0,yes,miamai to skopje via istanbul flying for the first time with turkish airlines and i am satisfied the staff is friendly the food is great and they even have fresh lemonade and orange juice the seat was comfortable and the ticket i bought was really cheap comparing with other airlines
Turkish Airlines,1.0,Jean Cleber Silva,11th February 2016,"Istanbul to Sao Paulo with Turkish Airlines. I arrived at AtatÃ¼rk Airport at 6:00am of Feb. 4th. (so more than 3 hours before the departure time). The lady who attended me at the check-in counter first gave me the boarding tickets putting me and my family in sequential seats in the same row (51). But before she gave me the boarding tickets, she decided to talk to another attendant and after that she decided to reprint the tickets putting us in totally different seats. Note: one of the passengers was my daughter and she is just 1.5 years old! I tried several times to explain to the check-in lady that I was flying with my daughter and at least the father or the mother must travel together with her â€“ I bought a seat for her just to provide better accommodation and to not bother the other passengers. But she became angry and arrogant, just told me that I would have to solve this â€œproblemâ€ by myself with the gate staff or even with the flight attendants, or even ask people in the airplane to change the seats with me. So in summary the problem was created by Turkish Airlines and I would have to solve it by myself. At that time, I started to be angry with the arrogance and incompetence of the check-in staff, starting with the point that is simply unacceptable to have people working for Turkish Airlines in the International check-in desk who are not fluent in English â€“ without mentioning that they simply ignored the fact that a 1.5 years-old baby would fly alone with the insane arrangement this lady provided me at the check-in desk. Well, still following the instructions gave to me by the check-in lady, two other ladies who were working at the gate simply ignored my requirements. Only after I had to yell to one of that women, she told me (with a very angry face that she could not help me and I would have to solve this problem by myself inside the plane. When the gate was released for embarking, another employee required and took over my tickets and asked me and my family to wait outside the finger. We waited about 20 minutes and when almost all passengers entered into the plane, another employee gave me the tickets back and said that I would have to solve the problem by myself. At that time, I was fed up with the arrogance of employees who forced me to wait 20 minutes for nothing, and once I entered into the plane I had to start to yell in order to be attended by the chief of flight attendants, who had the courage to propose my wife to hold my daughter in the same seat, giving away to another passenger the extra seat that we bought. Only after I suggested to call the airport Police and required the presence of the airplane captain (and at that time my wife and my daughter were already crying) the crew moved and miraculously three seats appears at row 47!",Boeing 777-300,Family Leisure,Economy Class,IST to GRU,February 2016,2.0,1.0,3.0,2.0,1.0,1.0,no,istanbul to sao paulo with turkish airlines i arrived at atatrk airport at am of feb th so more than hours before the departure time the lady who attended me at the check-in counter first gave me the boarding tickets putting me and my family in sequential seats in the same row but before she gave me the boarding tickets she decided to talk to another attendant and after that she decided to reprint the tickets putting us in totally different seats note one of the passengers was my daughter and she is just years old! i tried several times to explain to the check-in lady that i was flying with my daughter and at least the father or the mother must travel together with her i bought a seat for her just to provide better accommodation and to not bother the other passengers but she became angry and arrogant just told me that i would have to solve this problem by myself with the gate staff or even with the flight attendants or even ask people in the airplane to change the seats with me so in summary the problem was created by turkish airlines and i would have to solve it by myself at that time i started to be angry with the arrogance and incompetence of the check-in staff starting with the point that is simply unacceptable to have people working for turkish airlines in the international check-in desk who are not fluent in english without mentioning that they simply ignored the fact that a years-old baby would fly alone with the insane arrangement this lady provided me at the check-in desk well still following the instructions gave to me by the check-in lady two other ladies who were working at the gate simply ignored my requirements only after i had to yell to one of that women she told me with a very angry face that she could not help me and i would have to solve this problem by myself inside the plane when the gate was released for embarking another employee required and took over my tickets and asked me and my family to wait outside the finger we waited about minutes and when almost all passengers entered into the plane another employee gave me the tickets back and said that i would have to solve the problem by myself at that time i was fed up with the arrogance of employees who forced me to wait minutes for nothing and once i entered into the plane i had to start to yell in order to be attended by the chief of flight attendants who had the courage to propose my wife to hold my daughter in the same seat giving away to another passenger the extra seat that we bought only after i suggested to call the airport police and required the presence of the airplane captain and at that time my wife and my daughter were already crying the crew moved and miraculously three seats appears at row !
Turkish Airlines,1.0,R Shankar,11th February 2016,"I recently flew Turkish Airlines on a morning flight out of Istanbul to Amsterdam. The staff at the Star Alliance Gold Lounge were very unfriendly and did the bare minimum to welcome guests. Boarding for this flight was chaos where Star Gold passengers boarded last. Onboard the crew didn't greet passengers. Plane was showing its age, meals were cold and tasteless and toilets were not cleaned at al throughout the short 3 hour flight. I won't be flying this airline again!",A330,Business,Economy Class,IST to AMS,February 2016,1.0,1.0,1.0,,1.0,1.0,no,i recently flew turkish airlines on a morning flight out of istanbul to amsterdam the staff at the star alliance gold lounge were very unfriendly and did the bare minimum to welcome guests boarding for this flight was chaos where star gold passengers boarded last onboard the crew didnt greet passengers plane was showing its age meals were cold and tasteless and toilets were not cleaned at al throughout the short hour flight i wont be flying this airline again!
Turkish Airlines,10.0,Yuka Shindo,11th February 2016,"Tokyo to Barcelona via Istanbul with Turkish Airlines. Best economy class in all aspects. Toilet were maintained clean during flight, food is excellent, and crew attitude are great. Washrooms hand cream, colon and aromatic soap made big difference to refresh during a long flight between Tokyo-Istanbul.",,Solo Leisure,Economy Class,NRT to BCN via IST,February 2016,5.0,5.0,5.0,5.0,5.0,5.0,yes,tokyo to barcelona via istanbul with turkish airlines best economy class in all aspects toilet were maintained clean during flight food is excellent and crew attitude are great washrooms hand cream colon and aromatic soap made big difference to refresh during a long flight between tokyo-istanbul
Turkish Airlines,8.0,William Chalmers,8th February 2016,Singapore to Edinburgh via Istanbul on Turkish Airlines. Comfortable journey with very good service on both sectors. Excellent check in at Singapore and smooth boarding. Modern aircraft with very good amenities and food. Cabin staff were friendly and helpful. Easy transit in Istanbul and punctual departure for Edinburgh. Boeing 737 on the second sector was modern and comfortable. In flight entertainment was fine - food and service likewise. I think Turkish Airlines represents great value for money and on the basis of my experience I'd have no hesitation in flying with them again. Very satisfied customer!,A330,Couple Leisure,Economy Class,SIN to EDI via IST,January 2016,4.0,5.0,4.0,5.0,4.0,5.0,yes,singapore to edinburgh via istanbul on turkish airlines comfortable journey with very good service on both sectors excellent check in at singapore and smooth boarding modern aircraft with very good amenities and food cabin staff were friendly and helpful easy transit in istanbul and punctual departure for edinburgh boeing on the second sector was modern and comfortable in flight entertainment was fine - food and service likewise i think turkish airlines represents great value for money and on the basis of my experience id have no hesitation in flying with them again very satisfied customer!
Turkish Airlines,1.0,Willem Pretorius,8th February 2016,"Do not fly from Cape Town with Turkish Airlines. Business class did not have flat beds as they admit that the oldest A340-300 planes are used on this route. This resulted in the most uncomfortable night. The exclusive to business class toilet was out of order and the other toilets are very small. The entertainment is pathetic. There is no book containing the entertainment options available. The movies are extremely limited compared to other airlines and the main blockbuster has long ago left even the south African circuit. When I wanted to change my flight to the Cape Town - Johannesburg route so as not to be subjected to this plane again it cost me more than 6 thousand rands and I still have to pay for the trip from Johannesburg to Cape Town. Pay more with another airline but don't use this one, particularly not from Cape Town.",,Business,Business Class,CPT to IST,February 2016,1.0,5.0,4.0,1.0,3.0,1.0,no,do not fly from cape town with turkish airlines business class did not have flat beds as they admit that the oldest a- planes are used on this route this resulted in the most uncomfortable night the exclusive to business class toilet was out of order and the other toilets are very small the entertainment is pathetic there is no book containing the entertainment options available the movies are extremely limited compared to other airlines and the main blockbuster has long ago left even the south african circuit when i wanted to change my flight to the cape town - johannesburg route so as not to be subjected to this plane again it cost me more than thousand rands and i still have to pay for the trip from johannesburg to cape town pay more with another airline but dont use this one particularly not from cape town
Turkish Airlines,9.0,Chaimae Bouiry,4th February 2016,"Casablanca to Hong Kong via Istanbul with Turkish Airlines. Great check-in at Casablanca, nice lounge, food selection was various and high quality. Casablanca to Istanbul the service on board is quite impressive. The cabin crew pay attention to details and the food selection is extremely good. I would criticize the inflight entertainment since they don't have a big selection of movies. Turkish Airlines lounge in Istanbul is the best I've been to in Europe. The food was amazing. Free massage offered and iMacs available. Istanbul to Hong Kong no complaints. Turkish Airlines offer free wifi access to its Business Class cabin and it works perfectly.",,Solo Leisure,Business Class,CMN to HKG via IST,February 2016,4.0,4.0,4.0,3.0,4.0,5.0,yes,casablanca to hong kong via istanbul with turkish airlines great check-in at casablanca nice lounge food selection was various and high quality casablanca to istanbul the service on board is quite impressive the cabin crew pay attention to details and the food selection is extremely good i would criticize the inflight entertainment since they dont have a big selection of movies turkish airlines lounge in istanbul is the best ive been to in europe the food was amazing free massage offered and imacs available istanbul to hong kong no complaints turkish airlines offer free wifi access to its business class cabin and it works perfectly
Turkish Airlines,1.0,S May,2nd February 2016,"Worst customer service I have experienced. I arrived at the Turkish Airlines check in counter in Istanbul 2.5 hours prior to my scheduled departure and was told the flight was overbooked so I would be placed on standby, but should get on the flight. I didn't and from there the nightmare began. I was sent to 4-5 different counters and told different instructions at each one. No one at Turkish Airlines seemed interested in getting me on another flight. I understand overbooking flights is a common practice by most airlines, but there appeared to be no standard process in place to deal with passengers who have been bumped. The staff were extremely rude, unhelpful and offered no apology for my 7 hour delay. There was promise of compensation, but I haven't seen any compensation yet. Turkish Airlines customer service out of the airport seems just confused and unhelpful as in the airport. Terrible experience.",,Solo Leisure,Economy Class,IST to LHR,September 2015,3.0,2.0,2.0,3.0,1.0,1.0,no,worst customer service i have experienced i arrived at the turkish airlines check in counter in istanbul hours prior to my scheduled departure and was told the flight was overbooked so i would be placed on standby but should get on the flight i didnt and from there the nightmare began i was sent to - different counters and told different instructions at each one no one at turkish airlines seemed interested in getting me on another flight i understand overbooking flights is a common practice by most airlines but there appeared to be no standard process in place to deal with passengers who have been bumped the staff were extremely rude unhelpful and offered no apology for my hour delay there was promise of compensation but i havent seen any compensation yet turkish airlines customer service out of the airport seems just confused and unhelpful as in the airport terrible experience
Turkish Airlines,2.0,Rony Liebheit,1st February 2016,"While in Nepal we were informed of a 2 hr delay of our Turkish Airlines return flight upon arrival in IST. There was no info about the connecting flight to Stuttgart for which there would be only 1/2 h to get it. Back in KTM we learned that we'd have to stay the night in IST. We managed to get a flight a day earlier, thus at least making up for the time loss. The flight was very pleasant. But info and service on arrival that evening in IST was appalling. We had to find our own way through the airport, no signs and not knowing where to report for the hotel supplied by the airline. After standing in line for the passport controll we were told we need a visa, so we had to go back to another counter and pay 50 USD for a visa. When, finally finding the counter for the hotel, there was another long lineup and and afterwards we sat waiting for a shuttle. The hotel was 10 min away, very nice and we got a late supper around 22:30. The food was disappointing. Next morning, without breakfast, we had to shuttle back to the airport at 5 in the morning for a 9:30 flight. We were through security and passport controlls by 5:30, the gate wasn't announced until 8:20 and only then we were able to go and sit. All these are things that happen when travelling. But what annoys me to no end is that the airline refuses to refund our visa fee. What makes it worse is the reason given: we supposedly acknowledged the delay when we altered out flight, flying a day earlier. I suppose we did acknowledge the delay -2 hrs is nothing - but we certainly did not acknowledge additional expenses. The downtown airline office in STG does not deal with customer complaints and is not helpful in any way. The same applies to the airport office. My request then forwarded to IST was first returned because it was in German. For every message to IST one has to jump all the hoops on their website and over and over again fill out the forms. The very poor info-policy and service of Turkish Airlines, the only way to deal with the airline through IST and not in one's own country and the refusal to refund our visa fee totally spoils an otherwise pleasant experience with the airline.",,Couple Leisure,Economy Class,KTM to STR via IST,January 2016,3.0,3.0,3.0,3.0,1.0,2.0,no,while in nepal we were informed of a hr delay of our turkish airlines return flight upon arrival in ist there was no info about the connecting flight to stuttgart for which there would be only h to get it back in ktm we learned that wed have to stay the night in ist we managed to get a flight a day earlier thus at least making up for the time loss the flight was very pleasant but info and service on arrival that evening in ist was appalling we had to find our own way through the airport no signs and not knowing where to report for the hotel supplied by the airline after standing in line for the passport controll we were told we need a visa so we had to go back to another counter and pay usd for a visa when finally finding the counter for the hotel there was another long lineup and and afterwards we sat waiting for a shuttle the hotel was min away very nice and we got a late supper around the food was disappointing next morning without breakfast we had to shuttle back to the airport at in the morning for a flight we were through security and passport controlls by the gate wasnt announced until and only then we were able to go and sit all these are things that happen when travelling but what annoys me to no end is that the airline refuses to refund our visa fee what makes it worse is the reason given we supposedly acknowledged the delay when we altered out flight flying a day earlier i suppose we did acknowledge the delay - hrs is nothing - but we certainly did not acknowledge additional expenses the downtown airline office in stg does not deal with customer complaints and is not helpful in any way the same applies to the airport office my request then forwarded to ist was first returned because it was in german for every message to ist one has to jump all the hoops on their website and over and over again fill out the forms the very poor info-policy and service of turkish airlines the only way to deal with the airline through ist and not in ones own country and the refusal to refund our visa fee totally spoils an otherwise pleasant experience with the airline
Turkish Airlines,8.0,Ismail al Muizz,1st February 2016,Istanbul to Kuala Lumpur with Turkish Airlines. Warm welcome from cabin crew and always smiling during the flight. Service very good - suprised for economy class to be served with amenity kits which were really nice. IFE was updated and seat was comfortable for long haul. Overall nice service with nice meal as well.,A330,Family Leisure,Economy Class,IST to KUL,January 2016,4.0,5.0,4.0,5.0,4.0,4.0,yes,istanbul to kuala lumpur with turkish airlines warm welcome from cabin crew and always smiling during the flight service very good - suprised for economy class to be served with amenity kits which were really nice ife was updated and seat was comfortable for long haul overall nice service with nice meal as well
Turkish Airlines,3.0,Murat Ayber,31st January 2016,"Turkish Airlines flight from Ankara to Istanbul with 6 hours delay on 21 January 2016. Boarding time was 10.25 and departure (scheduled) 10.55. Boarding completed and the gate was closed around 10.45. Normally this route is only 50 minutes. There was severe snow in Ankara. The aircraft has waited nearly two hours before take-off. Two hours later gave the news the flight had been cancelled. The passengers were requested to wait in the aircraft till it boards the gate. However 40 minutes after the announcement of cancellation, we heard another announcement that the aircraft perform its flight, however certain passengers declared that they do not want to fly, so the aircraft will wait till they leave and then perform the flight - the cancellation decision has been cancelled. Certain passengers left the aircraft voluntarily. Those who opted to fly waited till their luggage be removed. The following surprise was, the aircraft accepted new passengers once certain passengers left and their luggages removed. The newcomers luggage loaded in Cargo. Then another announcement ""Those passengers Who do not want to fly may get off"". A second wave of passengers left the aircraft and their luggages removed. The total delay has been 6 hours. Two consecutive flights on the same ESB-IST route after our TK2127 have been performed with 60-90 minutes delay. Snow is not sufficient to explain the reason of such delay. The cabin crew was really helpful and they served water, food, beverages with a pleasure. However Turkish Airlines failed the crisis management. The cabin crew performed the security demonstration three times because the aircraft was incoming new passengers as some other passengers preferred not to fly and leave. I had an intercontinental flight with KLM departing from Istanbul and I could tolerate 6 hours delay maximum, unfortunately I lost my intercontinental flight. A delay over 6 hours was out of my imagination. If the flight had been cancelled, I would not submit any complain and acccept the situation. I firmly believe that this extraordinary delay happened because the new passengers have been accepted to the aircraft, rather than the security concerns.",A330,Solo Leisure,Economy Class,ESB to IST,January 2016,3.0,3.0,4.0,,1.0,2.0,no,turkish airlines flight from ankara to istanbul with hours delay on january boarding time was and departure scheduled boarding completed and the gate was closed around normally this route is only minutes there was severe snow in ankara the aircraft has waited nearly two hours before take-off two hours later gave the news the flight had been cancelled the passengers were requested to wait in the aircraft till it boards the gate however minutes after the announcement of cancellation we heard another announcement that the aircraft perform its flight however certain passengers declared that they do not want to fly so the aircraft will wait till they leave and then perform the flight - the cancellation decision has been cancelled certain passengers left the aircraft voluntarily those who opted to fly waited till their luggage be removed the following surprise was the aircraft accepted new passengers once certain passengers left and their luggages removed the newcomers luggage loaded in cargo then another announcement those passengers who do not want to fly may get off a second wave of passengers left the aircraft and their luggages removed the total delay has been hours two consecutive flights on the same esb-ist route after our tk have been performed with - minutes delay snow is not sufficient to explain the reason of such delay the cabin crew was really helpful and they served water food beverages with a pleasure however turkish airlines failed the crisis management the cabin crew performed the security demonstration three times because the aircraft was incoming new passengers as some other passengers preferred not to fly and leave i had an intercontinental flight with klm departing from istanbul and i could tolerate hours delay maximum unfortunately i lost my intercontinental flight a delay over hours was out of my imagination if the flight had been cancelled i would not submit any complain and acccept the situation i firmly believe that this extraordinary delay happened because the new passengers have been accepted to the aircraft rather than the security concerns
Turkish Airlines,9.0,E Burns,28th January 2016,"After reading so many negative reviews about this Turkish Airlines it was keeping me up at night fretting over things going wrong, yet it turned out to be almost perfect. All 4 flights across our entire journey from London Gatwick to Incheon via Istanbul left on time and arrived early. The staff were very friendly and the food was good, I'm not a huge eater while up in the air due to altitude sickness but what I did have tasted great. The IFE was pretty standard, however I spent most of the time listening to my music. The aircraft's for the IST-ICN-IST legs of the journey were brand new, clean and shiny, I had no complaints about seat pitch or leg room, but then again I am only 5ft tall. Would fly again. They're cheap and my low expectations made for a lovely surprise.",,Couple Leisure,Economy Class,LGW to ICN via IST,July 2015,4.0,5.0,5.0,4.0,4.0,5.0,yes,after reading so many negative reviews about this turkish airlines it was keeping me up at night fretting over things going wrong yet it turned out to be almost perfect all flights across our entire journey from london gatwick to incheon via istanbul left on time and arrived early the staff were very friendly and the food was good im not a huge eater while up in the air due to altitude sickness but what i did have tasted great the ife was pretty standard however i spent most of the time listening to my music the aircrafts for the ist-icn-ist legs of the journey were brand new clean and shiny i had no complaints about seat pitch or leg room but then again i am only ft tall would fly again theyre cheap and my low expectations made for a lovely surprise
Turkish Airlines,1.0,Khalil Ahmed,28th January 2016,"Booked Turkish Airlines flights from Birmingham to Dhaka return via Istanbul. Original return flight had 2 hr transit in Istanbul on 2nd January 2016. Return flight was rescheduled 5 hrs later, with a 14 hr transit. I wasn't informed I would need a visa for the hotel accommodation. Got visa at Istanbul airport after queuing for 1.5 hours, was taken to hotel another 4 hrs later, then 4 hrs later was rushed back to the airport where I had to wait another 3 hours for my connecting flight. During this time, no food was provided. I arrived home some 19 hours later than my original return time. I will not be using this airline ever again.",,Family Leisure,Economy Class,BHX to DAC via IST,January 2016,2.0,2.0,1.0,2.0,1.0,2.0,no,booked turkish airlines flights from birmingham to dhaka return via istanbul original return flight had hr transit in istanbul on nd january return flight was rescheduled hrs later with a hr transit i wasnt informed i would need a visa for the hotel accommodation got visa at istanbul airport after queuing for hours was taken to hotel another hrs later then hrs later was rushed back to the airport where i had to wait another hours for my connecting flight during this time no food was provided i arrived home some hours later than my original return time i will not be using this airline ever again
Turkish Airlines,8.0,Can Berk Atabey,28th January 2016,"I flew with Turkish Airlines between Istanbul Sabiha Gokcen Airport to Frankfurt-Am Main Airport. Surprisingly, we took off from Istanbul on time which was important because whenever I have been to Ataturk Airport we always wait on the taxiway which can sometimes take 1 or 2 hours. Unfortunately, there wasn't any personal TV screens but the food was good. The seat was confortable and the crew were cheerful and helpful. I recommend Turkish Airlines if you want some comfort and a cheerful crew.",Boeing 737-800,Family Leisure,Economy Class,SAW to FRA,December 2015,4.0,5.0,5.0,2.0,5.0,3.0,yes,i flew with turkish airlines between istanbul sabiha gokcen airport to frankfurt-am main airport surprisingly we took off from istanbul on time which was important because whenever i have been to ataturk airport we always wait on the taxiway which can sometimes take or hours unfortunately there wasnt any personal tv screens but the food was good the seat was confortable and the crew were cheerful and helpful i recommend turkish airlines if you want some comfort and a cheerful crew
Turkish Airlines,10.0,Steven Peterson,28th January 2016,"The Houston boarding and the return out of Istanbul was unorganized and chaotic at best with people rushing the gate with Turkish Airlines. However, once on board things became very pleasant. The service, the food, the flight attendants all were just as they should be. This is a 2100 hour flight. We food/drink service started fairly quickly after takeoff, we skipped the ample dessert opting to get some sleep. As usual the food is excellent. I think the sleeping arrangements are more comfortable than both Lufthansa and South African (slightly better). The movie selection is good and the screen is nice size. Breakfast was the usual omelet with fruit, and cheeses along with coffee and tea. All good.",Boeing 777-300,Couple Leisure,Business Class,IAH to IST,January 2016,5.0,5.0,5.0,5.0,2.0,5.0,yes,the houston boarding and the return out of istanbul was unorganized and chaotic at best with people rushing the gate with turkish airlines however once on board things became very pleasant the service the food the flight attendants all were just as they should be this is a hour flight we fooddrink service started fairly quickly after takeoff we skipped the ample dessert opting to get some sleep as usual the food is excellent i think the sleeping arrangements are more comfortable than both lufthansa and south african slightly better the movie selection is good and the screen is nice size breakfast was the usual omelet with fruit and cheeses along with coffee and tea all good
Turkish Airlines,10.0,Philip Beckett,27th January 2016,"I had a great journey from Manchester to Kuala Lumpur via Istanbul. Flight attendants service and attention was magnificent. The food was very good, seats comfortable and check-in experience also fine - being business class I had priority boarding at all airports which went smoothly. Had minimal deley throughout the journey, even transfer through Istanbul was easy and hassle free. No issues with luggage and the lounges at all 3 airports were very pleasant, however the Turkish Airlines lounge at Istanbul was extremely busy. Only little niggle was that I was unable to connect to wifi on the Istanbul - KL leg of the journey - just wouldn't work even though they tell you it's available. I can't fault them.",A330 / A321,Solo Leisure,Business Class,MAN to KUL via IST,January 2016,5.0,5.0,5.0,4.0,5.0,5.0,yes,i had a great journey from manchester to kuala lumpur via istanbul flight attendants service and attention was magnificent the food was very good seats comfortable and check-in experience also fine - being business class i had priority boarding at all airports which went smoothly had minimal deley throughout the journey even transfer through istanbul was easy and hassle free no issues with luggage and the lounges at all airports were very pleasant however the turkish airlines lounge at istanbul was extremely busy only little niggle was that i was unable to connect to wifi on the istanbul - kl leg of the journey - just wouldnt work even though they tell you its available i cant fault them
Turkish Airlines,9.0,T Merter,27th January 2016,"A new A330 from Bangkok to Istanbul and onboard Wifi and Live TV functions were available. Free for Business Class passengers. I have been flying TK for over 20 years and this was one of the most energetic, sincere and smiling crew I have come across. Even the Purser made a genuine effort to please passengers, which is not very common. Catering was good. The only letdown was that I wasn't able to use the kiosk for check-in at BKK which meant that I had to wait almost 2 hours for ground agents to arrive to the counter. The Turkish Airlines Airport office at BKK was not staffed as usual. The EVA Air lounge at Bangkok is much better than Thai Airways Royal Orchid.",A330,Solo Leisure,Business Class,BKK to IST,January 2016,5.0,5.0,5.0,5.0,2.0,5.0,yes,a new a from bangkok to istanbul and onboard wifi and live tv functions were available free for business class passengers i have been flying tk for over years and this was one of the most energetic sincere and smiling crew i have come across even the purser made a genuine effort to please passengers which is not very common catering was good the only letdown was that i wasnt able to use the kiosk for check-in at bkk which meant that i had to wait almost hours for ground agents to arrive to the counter the turkish airlines airport office at bkk was not staffed as usual the eva air lounge at bangkok is much better than thai airways royal orchid
Turkish Airlines,3.0,M Penning,26th January 2016,"As a regular customer of Turkish Airlines I now have to write a review of the horrible experience we had flying back from Addis Abeba om Jan 2nd (plus the delay of our luggage on the way there on Dec 20th). It started on arrival in Addis on Dec 20th, none of our 5 bags had made it, it turned out that due to a change of plane there was not enough space in the hold and they had left most of them behind in Istanbul. Had to go back to the aiport the next day to get the bags, fortunately they were all there. Then on the way back our flight to Istanbul had a delay of more than 3 hours. We all boarded but then had to sit on the tarmac for 1.5 hours because they had to unload half of the luggage and told us it would arrive later. Of course we missed the connection in Istanbul and were greeted with total chaos due to the fact that extremely light snow had fallen. We had to queue for 4 hours together with hundreds of other people, no water, no food, many very angry people and no help whatsoever from any Turkish Airlines staff. To make a long story short: only because I insisted on getting on a flight that day were we lucky enough to be put on a flight to Amsterdam (not Brussels) which departed in total chaos as well. Many people were stranded for more than one night. We arrived in Amsterdam with 14 hours delay and no luggage. This was delivered to us after 5 days. Service on board this time was a lot less as well, IFE was not working or was not there at all, food was not as tasty and it was a very old plane on the leg to and from Addis. Next time I fly to Addis I will use another airline.",Boeing 737-800,Family Leisure,Economy Class,ADD to BRU via IST,January 2016,2.0,1.0,3.0,2.0,1.0,2.0,no,as a regular customer of turkish airlines i now have to write a review of the horrible experience we had flying back from addis abeba om jan nd plus the delay of our luggage on the way there on dec th it started on arrival in addis on dec th none of our bags had made it it turned out that due to a change of plane there was not enough space in the hold and they had left most of them behind in istanbul had to go back to the aiport the next day to get the bags fortunately they were all there then on the way back our flight to istanbul had a delay of more than hours we all boarded but then had to sit on the tarmac for hours because they had to unload half of the luggage and told us it would arrive later of course we missed the connection in istanbul and were greeted with total chaos due to the fact that extremely light snow had fallen we had to queue for hours together with hundreds of other people no water no food many very angry people and no help whatsoever from any turkish airlines staff to make a long story short only because i insisted on getting on a flight that day were we lucky enough to be put on a flight to amsterdam not brussels which departed in total chaos as well many people were stranded for more than one night we arrived in amsterdam with hours delay and no luggage this was delivered to us after days service on board this time was a lot less as well ife was not working or was not there at all food was not as tasty and it was a very old plane on the leg to and from addis next time i fly to addis i will use another airline
